State,Year,Month,Crime Description,Crime Count,Cluster_ID
Delhi,2024,3,COUNTERFEITING,6.0,1
Delhi,2024,3,CYBERCRIME,5.0,1
Delhi,2024,3,DOMESTIC VIOLENCE,5.0,1
Delhi,2024,3,DRUG OFFENSE,5.0,1
Delhi,2024,3,EXTORTION,6.0,1
Delhi,2024,3,FIREARM OFFENSE,6.0,1
Delhi,2024,3,FRAUD,7.0,1
Delhi,2024,3,HOMICIDE,8.0,1
Delhi,2024,3,IDENTITY THEFT,2.0,1
Delhi,2024,3,ILLEGAL POSSESSION,9.0,1
Delhi,2024,3,KIDNAPPING,3.0,1
Delhi,2024,3,PUBLIC INTOXICATION,6.0,1
Delhi,2024,3,ROBBERY,4.0,1
Delhi,2024,3,SEXUAL ASSAULT,7.0,1
Delhi,2024,3,SHOPLIFTING,8.0,1
Delhi,2024,3,TRAFFIC VIOLATION,5.0,1
Delhi,2024,3,VANDALISM,2.0,1
Delhi,2024,3,VEHICLE - STOLEN,6.0,1
Delhi,2024,4,ARSON,3.0,1
Delhi,2024,4,ASSAULT,1.0,1
Delhi,2024,4,BURGLARY,4.0,1
Delhi,2024,4,COUNTERFEITING,8.0,1
Delhi,2024,4,CYBERCRIME,1.0,1
Delhi,2024,4,DOMESTIC VIOLENCE,10.0,1
Delhi,2024,4,DRUG OFFENSE,4.0,1
Delhi,2024,4,EXTORTION,5.0,1
Delhi,2024,4,FIREARM OFFENSE,3.0,1
Delhi,2024,4,FRAUD,1.0,1
Delhi,2024,4,HOMICIDE,10.0,1
Delhi,2024,4,IDENTITY THEFT,3.0,1
Delhi,2024,4,ILLEGAL POSSESSION,8.0,1
Delhi,2024,4,KIDNAPPING,6.0,1
Delhi,2024,4,PUBLIC INTOXICATION,8.0,1
Delhi,2024,4,ROBBERY,5.0,1
Delhi,2024,4,SEXUAL ASSAULT,3.0,1
Delhi,2024,4,SHOPLIFTING,4.0,1
Delhi,2024,4,TRAFFIC VIOLATION,4.0,1
Delhi,2024,4,VANDALISM,3.0,1
Delhi,2024,4,VEHICLE - STOLEN,5.0,1
Delhi,2024,5,ARSON,5.0,1
Delhi,2024,5,ASSAULT,2.0,1
Delhi,2024,5,BURGLARY,4.0,1
Delhi,2024,5,COUNTERFEITING,5.0,1
Delhi,2024,5,CYBERCRIME,4.0,1
Delhi,2024,5,DOMESTIC VIOLENCE,1.0,1
Delhi,2024,5,DRUG OFFENSE,2.0,1
Delhi,2024,5,EXTORTION,6.0,1
Delhi,2024,5,FIREARM OFFENSE,4.0,1
Delhi,2024,5,FRAUD,6.0,1
Delhi,2024,5,HOMICIDE,7.0,1
Delhi,2024,5,IDENTITY THEFT,9.0,1
Delhi,2024,5,ILLEGAL POSSESSION,5.0,1
Delhi,2024,5,KIDNAPPING,9.0,1
Delhi,2024,5,PUBLIC INTOXICATION,6.0,1
Delhi,2024,5,ROBBERY,6.0,1
Delhi,2024,5,SEXUAL ASSAULT,6.0,1
Delhi,2024,5,SHOPLIFTING,4.0,1
Delhi,2024,5,TRAFFIC VIOLATION,5.0,1
Delhi,2024,5,VANDALISM,6.0,1
Delhi,2024,5,VEHICLE - STOLEN,3.0,1
Delhi,2024,6,ARSON,1.0,1
Delhi,2024,6,ASSAULT,3.0,1
Delhi,2024,6,BURGLARY,3.0,1
Delhi,2024,6,COUNTERFEITING,6.0,1
Delhi,2024,6,CYBERCRIME,3.0,1
Delhi,2024,6,DOMESTIC VIOLENCE,6.0,1
Delhi,2024,6,DRUG OFFENSE,4.0,1
Delhi,2024,6,EXTORTION,8.0,1
Delhi,2024,6,FIREARM OFFENSE,7.0,1
Delhi,2024,6,FRAUD,11.0,1
Delhi,2024,6,HOMICIDE,4.0,1
Delhi,2024,6,IDENTITY THEFT,5.0,1
Delhi,2024,6,ILLEGAL POSSESSION,4.0,1
Delhi,2024,6,KIDNAPPING,2.0,1
Delhi,2024,6,PUBLIC INTOXICATION,3.0,1
Delhi,2024,6,ROBBERY,5.0,1
Delhi,2024,6,SEXUAL ASSAULT,8.0,1
Delhi,2024,6,SHOPLIFTING,9.0,1
Delhi,2024,6,TRAFFIC VIOLATION,3.0,1
Delhi,2024,6,VANDALISM,1.0,1
Delhi,2024,6,VEHICLE - STOLEN,4.0,1
Delhi,2024,7,ARSON,4.0,1
Delhi,2024,7,ASSAULT,3.0,1
Delhi,2024,7,BURGLARY,3.0,1
Delhi,2024,7,COUNTERFEITING,8.0,1
Delhi,2024,7,CYBERCRIME,5.0,1
Delhi,2024,7,DOMESTIC VIOLENCE,6.0,1
Delhi,2024,7,EXTORTION,6.0,1
Delhi,2024,7,FIREARM OFFENSE,9.0,1
Delhi,2024,7,FRAUD,6.0,1
Delhi,2024,7,HOMICIDE,8.0,1
Delhi,2024,7,IDENTITY THEFT,7.0,1
Delhi,2024,7,ILLEGAL POSSESSION,4.0,1
Delhi,2024,7,KIDNAPPING,3.0,1
Delhi,2024,7,PUBLIC INTOXICATION,3.0,1
Delhi,2024,7,ROBBERY,5.0,1
Delhi,2024,7,SEXUAL ASSAULT,6.0,1
Delhi,2024,7,SHOPLIFTING,4.0,1
Delhi,2024,7,TRAFFIC VIOLATION,4.0,1
Delhi,2024,7,VANDALISM,2.0,1
Delhi,2024,7,VEHICLE - STOLEN,8.0,1
Gujarat,2020,1,ARSON,1.0,1
Gujarat,2020,1,ASSAULT,3.0,1
Gujarat,2020,1,BURGLARY,2.0,1
Gujarat,2020,1,COUNTERFEITING,3.0,1
Gujarat,2020,1,CYBERCRIME,2.0,1
Gujarat,2020,1,DOMESTIC VIOLENCE,4.0,1
Gujarat,2020,1,DRUG OFFENSE,2.0,1
Gujarat,2020,1,EXTORTION,3.0,1
Gujarat,2020,1,FIREARM OFFENSE,2.0,1
Gujarat,2020,1,FRAUD,2.0,1
Gujarat,2020,1,HOMICIDE,5.0,1
Gujarat,2020,1,IDENTITY THEFT,6.0,1
Gujarat,2020,1,ILLEGAL POSSESSION,1.0,1
Gujarat,2020,1,KIDNAPPING,2.0,1
Gujarat,2020,1,PUBLIC INTOXICATION,4.0,1
Gujarat,2020,1,ROBBERY,5.0,1
Gujarat,2020,1,SEXUAL ASSAULT,2.0,1
Gujarat,2020,1,SHOPLIFTING,3.0,1
Gujarat,2020,1,TRAFFIC VIOLATION,1.0,1
Gujarat,2020,1,VANDALISM,4.0,1
Gujarat,2020,1,VEHICLE - STOLEN,3.0,1
Gujarat,2020,2,ARSON,2.0,1
Gujarat,2020,2,ASSAULT,3.0,1
Gujarat,2020,2,BURGLARY,6.0,1
Gujarat,2020,2,COUNTERFEITING,2.0,1
Gujarat,2020,2,CYBERCRIME,6.0,1
Gujarat,2020,2,DOMESTIC VIOLENCE,1.0,1
Gujarat,2020,2,DRUG OFFENSE,2.0,1
Gujarat,2020,2,EXTORTION,7.0,1
Gujarat,2020,2,FIREARM OFFENSE,3.0,1
Gujarat,2020,2,FRAUD,2.0,1
Gujarat,2020,2,HOMICIDE,1.0,1
Gujarat,2020,2,IDENTITY THEFT,3.0,1
Gujarat,2020,2,ILLEGAL POSSESSION,3.0,1
Gujarat,2020,2,PUBLIC INTOXICATION,4.0,1
Gujarat,2020,2,ROBBERY,1.0,1
Gujarat,2020,2,SEXUAL ASSAULT,2.0,1
Gujarat,2020,2,SHOPLIFTING,3.0,1
Gujarat,2020,2,TRAFFIC VIOLATION,4.0,1
Gujarat,2020,2,VANDALISM,1.0,1
Gujarat,2020,2,VEHICLE - STOLEN,4.0,1
Gujarat,2020,3,ASSAULT,3.0,1
Gujarat,2020,3,BURGLARY,6.0,1
Gujarat,2020,3,COUNTERFEITING,1.0,1
Gujarat,2020,3,DOMESTIC VIOLENCE,3.0,1
Gujarat,2020,3,DRUG OFFENSE,3.0,1
Gujarat,2020,3,EXTORTION,5.0,1
Gujarat,2020,3,FIREARM OFFENSE,7.0,1
Gujarat,2020,3,FRAUD,3.0,1
Gujarat,2020,3,HOMICIDE,3.0,1
Gujarat,2020,3,IDENTITY THEFT,1.0,1
Gujarat,2020,3,ILLEGAL POSSESSION,1.0,1
Gujarat,2020,3,KIDNAPPING,3.0,1
Gujarat,2020,3,ROBBERY,2.0,1
Gujarat,2020,3,SEXUAL ASSAULT,4.0,1
Gujarat,2020,3,TRAFFIC VIOLATION,2.0,1
Gujarat,2020,3,VANDALISM,7.0,1
Gujarat,2020,3,VEHICLE - STOLEN,2.0,1
Gujarat,2020,4,ARSON,3.0,1
Gujarat,2020,4,BURGLARY,3.0,1
Gujarat,2020,4,COUNTERFEITING,2.0,1
Gujarat,2020,4,CYBERCRIME,4.0,1
Gujarat,2020,4,DOMESTIC VIOLENCE,2.0,1
Gujarat,2020,4,DRUG OFFENSE,3.0,1
Gujarat,2020,4,EXTORTION,2.0,1
Gujarat,2020,4,FIREARM OFFENSE,2.0,1
Gujarat,2020,4,FRAUD,5.0,1
Gujarat,2020,4,IDENTITY THEFT,3.0,1
Gujarat,2020,4,ILLEGAL POSSESSION,1.0,1
Gujarat,2020,4,KIDNAPPING,7.0,1
Gujarat,2020,4,PUBLIC INTOXICATION,1.0,1
Gujarat,2020,4,ROBBERY,2.0,1
Gujarat,2020,4,SEXUAL ASSAULT,2.0,1
Gujarat,2020,4,SHOPLIFTING,3.0,1
Gujarat,2020,4,TRAFFIC VIOLATION,1.0,1
Gujarat,2020,4,VANDALISM,1.0,1
Gujarat,2020,4,VEHICLE - STOLEN,3.0,1
Gujarat,2020,5,ARSON,2.0,1
Gujarat,2020,5,ASSAULT,1.0,1
Gujarat,2020,5,BURGLARY,2.0,1
Gujarat,2020,5,COUNTERFEITING,3.0,1
Gujarat,2020,5,CYBERCRIME,5.0,1
Gujarat,2020,5,DOMESTIC VIOLENCE,2.0,1
Gujarat,2020,5,DRUG OFFENSE,2.0,1
Gujarat,2020,5,EXTORTION,3.0,1
Gujarat,2020,5,FIREARM OFFENSE,6.0,1
Gujarat,2020,5,FRAUD,7.0,1
Gujarat,2020,5,HOMICIDE,4.0,1
Gujarat,2020,5,IDENTITY THEFT,3.0,1
Gujarat,2020,5,ILLEGAL POSSESSION,2.0,1
Gujarat,2020,5,KIDNAPPING,3.0,1
Gujarat,2020,5,PUBLIC INTOXICATION,4.0,1
Gujarat,2020,5,ROBBERY,5.0,1
Gujarat,2020,5,SEXUAL ASSAULT,3.0,1
Gujarat,2020,5,SHOPLIFTING,2.0,1
Gujarat,2020,5,TRAFFIC VIOLATION,4.0,1
Gujarat,2020,5,VANDALISM,6.0,1
Gujarat,2020,5,VEHICLE - STOLEN,2.0,1
Gujarat,2020,6,ARSON,2.0,1
Gujarat,2020,6,BURGLARY,1.0,1
Gujarat,2020,6,COUNTERFEITING,3.0,1
Gujarat,2020,6,CYBERCRIME,2.0,1
Gujarat,2020,6,DOMESTIC VIOLENCE,6.0,1
Gujarat,2020,6,DRUG OFFENSE,3.0,1
Gujarat,2020,6,EXTORTION,5.0,1
Gujarat,2020,6,FIREARM OFFENSE,1.0,1
Gujarat,2020,6,FRAUD,4.0,1
Gujarat,2020,6,HOMICIDE,2.0,1
Gujarat,2020,6,IDENTITY THEFT,2.0,1
Gujarat,2020,6,ILLEGAL POSSESSION,6.0,1
Gujarat,2020,6,KIDNAPPING,2.0,1
Gujarat,2020,6,PUBLIC INTOXICATION,1.0,1
Gujarat,2020,6,ROBBERY,3.0,1
Gujarat,2020,6,SEXUAL ASSAULT,6.0,1
Gujarat,2020,6,SHOPLIFTING,6.0,1
Gujarat,2020,6,TRAFFIC VIOLATION,3.0,1
Gujarat,2020,6,VANDALISM,2.0,1
Gujarat,2020,6,VEHICLE - STOLEN,1.0,1
Gujarat,2020,7,ARSON,4.0,1
Gujarat,2020,7,ASSAULT,1.0,1
Gujarat,2020,7,BURGLARY,4.0,1
Gujarat,2020,7,COUNTERFEITING,2.0,1
Gujarat,2020,7,CYBERCRIME,3.0,1
Gujarat,2020,7,DOMESTIC VIOLENCE,5.0,1
Gujarat,2020,7,DRUG OFFENSE,1.0,1
Gujarat,2020,7,EXTORTION,3.0,1
Gujarat,2020,7,FIREARM OFFENSE,4.0,1
Gujarat,2020,7,FRAUD,3.0,1
Gujarat,2020,7,HOMICIDE,3.0,1
Gujarat,2020,7,IDENTITY THEFT,4.0,1
Gujarat,2020,7,ILLEGAL POSSESSION,3.0,1
Gujarat,2020,7,KIDNAPPING,3.0,1
Gujarat,2020,7,PUBLIC INTOXICATION,3.0,1
Gujarat,2020,7,ROBBERY,2.0,1
Gujarat,2020,7,SEXUAL ASSAULT,1.0,1
Gujarat,2020,7,SHOPLIFTING,3.0,1
Gujarat,2020,7,TRAFFIC VIOLATION,2.0,1
Gujarat,2020,7,VANDALISM,2.0,1
Gujarat,2020,7,VEHICLE - STOLEN,6.0,1
Gujarat,2020,8,ARSON,6.0,1
Gujarat,2020,8,ASSAULT,2.0,1
Gujarat,2020,8,BURGLARY,1.0,1
Gujarat,2020,8,COUNTERFEITING,1.0,1
Gujarat,2020,8,CYBERCRIME,3.0,1
Gujarat,2020,8,DOMESTIC VIOLENCE,4.0,1
Gujarat,2020,8,DRUG OFFENSE,1.0,1
Gujarat,2020,8,EXTORTION,2.0,1
Gujarat,2020,8,FIREARM OFFENSE,5.0,1
Gujarat,2020,8,FRAUD,3.0,1
Gujarat,2020,8,HOMICIDE,3.0,1
Gujarat,2020,8,IDENTITY THEFT,2.0,1
Gujarat,2020,8,ILLEGAL POSSESSION,4.0,1
Gujarat,2020,8,KIDNAPPING,2.0,1
Gujarat,2020,8,PUBLIC INTOXICATION,7.0,1
Gujarat,2020,8,ROBBERY,5.0,1
Gujarat,2020,8,SEXUAL ASSAULT,2.0,1
Gujarat,2020,8,SHOPLIFTING,2.0,1
Gujarat,2020,8,TRAFFIC VIOLATION,3.0,1
Gujarat,2020,8,VEHICLE - STOLEN,3.0,1
Gujarat,2020,9,ARSON,1.0,1
Gujarat,2020,9,ASSAULT,2.0,1
Gujarat,2020,9,BURGLARY,3.0,1
Gujarat,2020,9,COUNTERFEITING,4.0,1
Gujarat,2020,9,CYBERCRIME,2.0,1
Gujarat,2020,9,DOMESTIC VIOLENCE,6.0,1
Gujarat,2020,9,DRUG OFFENSE,4.0,1
Gujarat,2020,9,EXTORTION,3.0,1
Gujarat,2020,9,FRAUD,6.0,1
Gujarat,2020,9,HOMICIDE,2.0,1
Gujarat,2020,9,IDENTITY THEFT,4.0,1
Gujarat,2020,9,ILLEGAL POSSESSION,4.0,1
Gujarat,2020,9,KIDNAPPING,3.0,1
Gujarat,2020,9,PUBLIC INTOXICATION,3.0,1
Gujarat,2020,9,ROBBERY,4.0,1
Gujarat,2020,9,SEXUAL ASSAULT,5.0,1
Gujarat,2020,9,SHOPLIFTING,1.0,1
Gujarat,2020,9,TRAFFIC VIOLATION,2.0,1
Gujarat,2020,9,VANDALISM,3.0,1
Gujarat,2020,9,VEHICLE - STOLEN,1.0,1
Gujarat,2020,10,ARSON,4.0,1
Gujarat,2020,10,ASSAULT,2.0,1
Gujarat,2020,10,BURGLARY,1.0,1
Gujarat,2020,10,COUNTERFEITING,3.0,1
Gujarat,2020,10,CYBERCRIME,5.0,1
Gujarat,2020,10,DOMESTIC VIOLENCE,1.0,1
Gujarat,2020,10,DRUG OFFENSE,2.0,1
Gujarat,2020,10,EXTORTION,1.0,1
Gujarat,2020,10,FIREARM OFFENSE,6.0,1
Gujarat,2020,10,HOMICIDE,5.0,1
Gujarat,2020,10,ILLEGAL POSSESSION,2.0,1
Gujarat,2020,10,KIDNAPPING,2.0,1
Gujarat,2020,10,PUBLIC INTOXICATION,3.0,1
Gujarat,2020,10,ROBBERY,2.0,1
Gujarat,2020,10,SEXUAL ASSAULT,1.0,1
Gujarat,2020,10,SHOPLIFTING,5.0,1
Gujarat,2020,10,TRAFFIC VIOLATION,2.0,1
Gujarat,2020,10,VANDALISM,6.0,1
Gujarat,2020,10,VEHICLE - STOLEN,3.0,1
Gujarat,2020,11,ARSON,2.0,1
Gujarat,2020,11,ASSAULT,3.0,1
Gujarat,2020,11,BURGLARY,4.0,1
Gujarat,2020,11,COUNTERFEITING,3.0,1
Gujarat,2020,11,CYBERCRIME,2.0,1
Gujarat,2020,11,DOMESTIC VIOLENCE,5.0,1
Gujarat,2020,11,DRUG OFFENSE,3.0,1
Gujarat,2020,11,EXTORTION,2.0,1
Gujarat,2020,11,FIREARM OFFENSE,3.0,1
Gujarat,2020,11,FRAUD,4.0,1
Gujarat,2020,11,HOMICIDE,1.0,1
Gujarat,2020,11,IDENTITY THEFT,3.0,1
Gujarat,2020,11,ILLEGAL POSSESSION,2.0,1
Gujarat,2020,11,KIDNAPPING,2.0,1
Gujarat,2020,11,PUBLIC INTOXICATION,2.0,1
Gujarat,2020,11,ROBBERY,2.0,1
Gujarat,2020,11,SEXUAL ASSAULT,5.0,1
Gujarat,2020,11,SHOPLIFTING,3.0,1
Gujarat,2020,11,TRAFFIC VIOLATION,4.0,1
Gujarat,2020,11,VANDALISM,3.0,1
Gujarat,2020,11,VEHICLE - STOLEN,2.0,1
Gujarat,2020,12,ARSON,3.0,1
Gujarat,2020,12,ASSAULT,4.0,1
Gujarat,2020,12,BURGLARY,3.0,1
Gujarat,2020,12,COUNTERFEITING,3.0,1
Gujarat,2020,12,CYBERCRIME,3.0,1
Gujarat,2020,12,DOMESTIC VIOLENCE,3.0,1
Gujarat,2020,12,DRUG OFFENSE,3.0,1
Gujarat,2020,12,EXTORTION,3.0,1
Gujarat,2020,12,FIREARM OFFENSE,2.0,1
Gujarat,2020,12,FRAUD,1.0,1
Gujarat,2020,12,HOMICIDE,5.0,1
Gujarat,2020,12,ILLEGAL POSSESSION,2.0,1
Gujarat,2020,12,KIDNAPPING,4.0,1
Gujarat,2020,12,PUBLIC INTOXICATION,1.0,1
Gujarat,2020,12,ROBBERY,3.0,1
Gujarat,2020,12,SEXUAL ASSAULT,3.0,1
Gujarat,2020,12,SHOPLIFTING,7.0,1
Gujarat,2020,12,TRAFFIC VIOLATION,2.0,1
Gujarat,2020,12,VANDALISM,2.0,1
Gujarat,2020,12,VEHICLE - STOLEN,4.0,1
Gujarat,2021,1,ARSON,4.0,1
Gujarat,2021,1,BURGLARY,3.0,1
Gujarat,2021,1,COUNTERFEITING,4.0,1
Gujarat,2021,1,DOMESTIC VIOLENCE,2.0,1
Gujarat,2021,1,DRUG OFFENSE,5.0,1
Gujarat,2021,1,EXTORTION,5.0,1
Gujarat,2021,1,FIREARM OFFENSE,7.0,1
Gujarat,2021,1,FRAUD,5.0,1
Gujarat,2021,1,HOMICIDE,1.0,1
Gujarat,2021,1,IDENTITY THEFT,3.0,1
Gujarat,2021,1,ILLEGAL POSSESSION,2.0,1
Gujarat,2021,1,KIDNAPPING,4.0,1
Gujarat,2021,1,PUBLIC INTOXICATION,3.0,1
Gujarat,2021,1,ROBBERY,3.0,1
Gujarat,2021,1,SEXUAL ASSAULT,3.0,1
Gujarat,2021,1,SHOPLIFTING,3.0,1
Gujarat,2021,1,TRAFFIC VIOLATION,2.0,1
Gujarat,2021,1,VANDALISM,3.0,1
Gujarat,2021,1,VEHICLE - STOLEN,2.0,1
Gujarat,2021,2,ARSON,2.0,1
Gujarat,2021,2,ASSAULT,1.0,1
Gujarat,2021,2,BURGLARY,4.0,1
Gujarat,2021,2,COUNTERFEITING,4.0,1
Gujarat,2021,2,CYBERCRIME,2.0,1
Gujarat,2021,2,DOMESTIC VIOLENCE,2.0,1
Gujarat,2021,2,DRUG OFFENSE,4.0,1
Gujarat,2021,2,EXTORTION,4.0,1
Gujarat,2021,2,FIREARM OFFENSE,2.0,1
Gujarat,2021,2,FRAUD,3.0,1
Gujarat,2021,2,HOMICIDE,5.0,1
Gujarat,2021,2,IDENTITY THEFT,2.0,1
Gujarat,2021,2,ILLEGAL POSSESSION,4.0,1
Gujarat,2021,2,KIDNAPPING,3.0,1
Gujarat,2021,2,PUBLIC INTOXICATION,7.0,1
Gujarat,2021,2,ROBBERY,1.0,1
Gujarat,2021,2,SEXUAL ASSAULT,3.0,1
Gujarat,2021,2,SHOPLIFTING,2.0,1
Gujarat,2021,2,TRAFFIC VIOLATION,3.0,1
Gujarat,2021,2,VANDALISM,5.0,1
Gujarat,2021,2,VEHICLE - STOLEN,2.0,1
Gujarat,2021,3,ARSON,2.0,1
Gujarat,2021,3,ASSAULT,1.0,1
Gujarat,2021,3,BURGLARY,2.0,1
Gujarat,2021,3,COUNTERFEITING,3.0,1
Gujarat,2021,3,CYBERCRIME,3.0,1
Gujarat,2021,3,DOMESTIC VIOLENCE,1.0,1
Gujarat,2021,3,DRUG OFFENSE,3.0,1
Gujarat,2021,3,EXTORTION,1.0,1
Gujarat,2021,3,FIREARM OFFENSE,1.0,1
Gujarat,2021,3,FRAUD,2.0,1
Gujarat,2021,3,HOMICIDE,3.0,1
Gujarat,2021,3,IDENTITY THEFT,4.0,1
Gujarat,2021,3,KIDNAPPING,5.0,1
Gujarat,2021,3,PUBLIC INTOXICATION,5.0,1
Gujarat,2021,3,ROBBERY,3.0,1
Gujarat,2021,3,SEXUAL ASSAULT,4.0,1
Gujarat,2021,3,SHOPLIFTING,2.0,1
Gujarat,2021,3,TRAFFIC VIOLATION,3.0,1
Gujarat,2021,3,VANDALISM,5.0,1
Gujarat,2021,3,VEHICLE - STOLEN,2.0,1
Gujarat,2021,4,ARSON,1.0,1
Gujarat,2021,4,ASSAULT,2.0,1
Gujarat,2021,4,BURGLARY,2.0,1
Gujarat,2021,4,CYBERCRIME,4.0,1
Gujarat,2021,4,DOMESTIC VIOLENCE,3.0,1
Gujarat,2021,4,DRUG OFFENSE,4.0,1
Gujarat,2021,4,EXTORTION,2.0,1
Gujarat,2021,4,FRAUD,4.0,1
Gujarat,2021,4,HOMICIDE,1.0,1
Gujarat,2021,4,IDENTITY THEFT,3.0,1
Gujarat,2021,4,KIDNAPPING,4.0,1
Gujarat,2021,4,PUBLIC INTOXICATION,3.0,1
Gujarat,2021,4,ROBBERY,2.0,1
Gujarat,2021,4,SEXUAL ASSAULT,2.0,1
Gujarat,2021,4,SHOPLIFTING,2.0,1
Gujarat,2021,4,TRAFFIC VIOLATION,3.0,1
Gujarat,2021,4,VANDALISM,6.0,1
Gujarat,2021,4,VEHICLE - STOLEN,3.0,1
Gujarat,2021,5,ASSAULT,2.0,1
Gujarat,2021,5,BURGLARY,4.0,1
Gujarat,2021,5,COUNTERFEITING,3.0,1
Gujarat,2021,5,CYBERCRIME,5.0,1
Gujarat,2021,5,DOMESTIC VIOLENCE,6.0,1
Gujarat,2021,5,DRUG OFFENSE,5.0,1
Gujarat,2021,5,EXTORTION,5.0,1
Gujarat,2021,5,FIREARM OFFENSE,3.0,1
Gujarat,2021,5,FRAUD,3.0,1
Gujarat,2021,5,HOMICIDE,5.0,1
Gujarat,2021,5,IDENTITY THEFT,3.0,1
Gujarat,2021,5,ILLEGAL POSSESSION,2.0,1
Gujarat,2021,5,KIDNAPPING,3.0,1
Gujarat,2021,5,PUBLIC INTOXICATION,3.0,1
Gujarat,2021,5,ROBBERY,6.0,1
Gujarat,2021,5,SEXUAL ASSAULT,3.0,1
Gujarat,2021,5,SHOPLIFTING,2.0,1
Gujarat,2021,5,TRAFFIC VIOLATION,3.0,1
Gujarat,2021,5,VANDALISM,3.0,1
Gujarat,2021,5,VEHICLE - STOLEN,1.0,1
Gujarat,2021,6,ARSON,2.0,3
Gujarat,2021,6,BURGLARY,2.0,3
Gujarat,2021,6,COUNTERFEITING,2.0,3
Gujarat,2021,6,CYBERCRIME,7.0,3
Gujarat,2021,6,DOMESTIC VIOLENCE,4.0,3
Gujarat,2021,6,DRUG OFFENSE,2.0,3
Gujarat,2021,6,EXTORTION,5.0,3
Gujarat,2021,6,FIREARM OFFENSE,1.0,3
Gujarat,2021,6,FRAUD,3.0,3
Gujarat,2021,6,HOMICIDE,1.0,3
Gujarat,2021,6,ILLEGAL POSSESSION,3.0,3
Gujarat,2021,6,ROBBERY,1.0,3
Gujarat,2021,6,SEXUAL ASSAULT,4.0,3
Gujarat,2021,6,SHOPLIFTING,2.0,3
Gujarat,2021,6,TRAFFIC VIOLATION,4.0,3
Gujarat,2021,6,VANDALISM,2.0,3
Gujarat,2021,6,VEHICLE - STOLEN,1.0,3
Gujarat,2021,7,ARSON,2.0,1
Gujarat,2021,7,ASSAULT,5.0,1
Gujarat,2021,7,BURGLARY,1.0,1
Gujarat,2021,7,COUNTERFEITING,2.0,1
Gujarat,2021,7,CYBERCRIME,4.0,1
Gujarat,2021,7,DOMESTIC VIOLENCE,2.0,1
Gujarat,2021,7,DRUG OFFENSE,2.0,1
Gujarat,2021,7,EXTORTION,5.0,1
Gujarat,2021,7,FIREARM OFFENSE,2.0,1
Gujarat,2021,7,FRAUD,3.0,1
Gujarat,2021,7,HOMICIDE,2.0,1
Gujarat,2021,7,IDENTITY THEFT,3.0,1
Gujarat,2021,7,ILLEGAL POSSESSION,5.0,1
Gujarat,2021,7,KIDNAPPING,4.0,1
Gujarat,2021,7,PUBLIC INTOXICATION,4.0,1
Gujarat,2021,7,ROBBERY,5.0,1
Gujarat,2021,7,SEXUAL ASSAULT,2.0,1
Gujarat,2021,7,SHOPLIFTING,2.0,1
Gujarat,2021,7,TRAFFIC VIOLATION,2.0,1
Gujarat,2021,7,VANDALISM,3.0,1
Gujarat,2021,7,VEHICLE - STOLEN,3.0,1
Gujarat,2021,8,ARSON,3.0,1
Gujarat,2021,8,ASSAULT,3.0,1
Gujarat,2021,8,COUNTERFEITING,2.0,1
Gujarat,2021,8,CYBERCRIME,2.0,1
Gujarat,2021,8,DOMESTIC VIOLENCE,5.0,1
Gujarat,2021,8,DRUG OFFENSE,5.0,1
Gujarat,2021,8,EXTORTION,2.0,1
Gujarat,2021,8,FIREARM OFFENSE,2.0,1
Gujarat,2021,8,FRAUD,4.0,1
Gujarat,2021,8,HOMICIDE,3.0,1
Gujarat,2021,8,IDENTITY THEFT,1.0,1
Gujarat,2021,8,ILLEGAL POSSESSION,1.0,1
Gujarat,2021,8,KIDNAPPING,5.0,1
Gujarat,2021,8,PUBLIC INTOXICATION,4.0,1
Gujarat,2021,8,ROBBERY,2.0,1
Gujarat,2021,8,SEXUAL ASSAULT,3.0,1
Gujarat,2021,8,SHOPLIFTING,3.0,1
Gujarat,2021,8,TRAFFIC VIOLATION,2.0,1
Gujarat,2021,8,VANDALISM,1.0,1
Gujarat,2021,8,VEHICLE - STOLEN,3.0,1
Gujarat,2021,9,ARSON,2.0,1
Gujarat,2021,9,ASSAULT,2.0,1
Gujarat,2021,9,BURGLARY,2.0,1
Gujarat,2021,9,COUNTERFEITING,3.0,1
Gujarat,2021,9,CYBERCRIME,2.0,1
Gujarat,2021,9,DOMESTIC VIOLENCE,3.0,1
Gujarat,2021,9,DRUG OFFENSE,4.0,1
Gujarat,2021,9,EXTORTION,2.0,1
Gujarat,2021,9,FIREARM OFFENSE,4.0,1
Gujarat,2021,9,FRAUD,2.0,1
Gujarat,2021,9,HOMICIDE,2.0,1
Gujarat,2021,9,IDENTITY THEFT,2.0,1
Gujarat,2021,9,ILLEGAL POSSESSION,4.0,1
Gujarat,2021,9,PUBLIC INTOXICATION,2.0,1
Gujarat,2021,9,ROBBERY,3.0,1
Gujarat,2021,9,SEXUAL ASSAULT,7.0,1
Gujarat,2021,9,SHOPLIFTING,2.0,1
Gujarat,2021,9,TRAFFIC VIOLATION,3.0,1
Gujarat,2021,9,VANDALISM,2.0,1
Gujarat,2021,9,VEHICLE - STOLEN,1.0,1
Gujarat,2021,10,ARSON,2.0,1
Gujarat,2021,10,ASSAULT,5.0,1
Gujarat,2021,10,BURGLARY,2.0,1
Gujarat,2021,10,COUNTERFEITING,3.0,1
Gujarat,2021,10,CYBERCRIME,1.0,1
