State,Year,Month,Crime Description,Crime Count,Month_sin,Month_cos,Lag_1,Lag_3,Rolling_Mean_3
West Bengal,2024,3,FIREARM OFFENSE,2,1.0,6.123233995736766e-17,2.0,3.0,2.3333333333333335
West Bengal,2024,3,FRAUD,2,1.0,6.123233995736766e-17,3.0,2.0,2.3333333333333335
West Bengal,2024,3,HOMICIDE,2,1.0,6.123233995736766e-17,2.0,2.0,2.0
West Bengal,2024,3,IDENTITY THEFT,2,1.0,6.123233995736766e-17,2.0,1.0,1.6666666666666667
West Bengal,2024,3,ILLEGAL POSSESSION,3,1.0,6.123233995736766e-17,3.0,1.0,2.0
West Bengal,2024,3,KIDNAPPING,3,1.0,6.123233995736766e-17,3.0,2.0,2.6666666666666665
West Bengal,2024,3,PUBLIC INTOXICATION,2,1.0,6.123233995736766e-17,3.0,1.0,2.3333333333333335
West Bengal,2024,3,ROBBERY,2,1.0,6.123233995736766e-17,2.0,4.0,2.6666666666666665
West Bengal,2024,3,SEXUAL ASSAULT,2,1.0,6.123233995736766e-17,2.0,2.0,2.3333333333333335
West Bengal,2024,3,SHOPLIFTING,2,1.0,6.123233995736766e-17,2.0,2.0,2.0
West Bengal,2024,3,TRAFFIC VIOLATION,3,1.0,6.123233995736766e-17,3.0,2.0,2.6666666666666665
West Bengal,2024,3,VANDALISM,2,1.0,6.123233995736766e-17,2.0,1.0,2.0
West Bengal,2024,3,VEHICLE - STOLEN,2,1.0,6.123233995736766e-17,2.0,3.0,2.3333333333333335
Andhra Pradesh,2024,4,ARSON,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,BURGLARY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,COUNTERFEITING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,CYBERCRIME,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,DOMESTIC VIOLENCE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,DRUG OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,EXTORTION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,FIREARM OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,FRAUD,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,HOMICIDE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,IDENTITY THEFT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,ILLEGAL POSSESSION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,KIDNAPPING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,PUBLIC INTOXICATION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,ROBBERY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,SEXUAL ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,SHOPLIFTING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,TRAFFIC VIOLATION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,VANDALISM,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Andhra Pradesh,2024,4,VEHICLE - STOLEN,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,ARSON,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,BURGLARY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,COUNTERFEITING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,CYBERCRIME,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,DOMESTIC VIOLENCE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,DRUG OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,EXTORTION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,FIREARM OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,FRAUD,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,HOMICIDE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,IDENTITY THEFT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,ILLEGAL POSSESSION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,KIDNAPPING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,PUBLIC INTOXICATION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,ROBBERY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,SEXUAL ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,SHOPLIFTING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,TRAFFIC VIOLATION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,VANDALISM,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Bihar,2024,4,VEHICLE - STOLEN,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Delhi,2024,4,ARSON,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,ASSAULT,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,BURGLARY,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,COUNTERFEITING,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,CYBERCRIME,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,DOMESTIC VIOLENCE,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,DRUG OFFENSE,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,EXTORTION,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,FIREARM OFFENSE,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,FRAUD,4,0.8660254037844387,-0.4999999999999998,4.0,5.0,4.333333333333333
Delhi,2024,4,HOMICIDE,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,IDENTITY THEFT,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,ILLEGAL POSSESSION,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,KIDNAPPING,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,PUBLIC INTOXICATION,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,ROBBERY,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,SEXUAL ASSAULT,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,SHOPLIFTING,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,TRAFFIC VIOLATION,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,3.6666666666666665
Delhi,2024,4,VANDALISM,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Delhi,2024,4,VEHICLE - STOLEN,4,0.8660254037844387,-0.4999999999999998,4.0,4.0,4.0
Gujarat,2024,4,ARSON,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,ASSAULT,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,BURGLARY,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,COUNTERFEITING,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,CYBERCRIME,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,DOMESTIC VIOLENCE,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,DRUG OFFENSE,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,EXTORTION,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,FIREARM OFFENSE,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,FRAUD,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,HOMICIDE,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,IDENTITY THEFT,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,ILLEGAL POSSESSION,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,KIDNAPPING,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,PUBLIC INTOXICATION,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,ROBBERY,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,SEXUAL ASSAULT,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,SHOPLIFTING,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,TRAFFIC VIOLATION,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,VANDALISM,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Gujarat,2024,4,VEHICLE - STOLEN,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Haryana,2024,4,ARSON,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,BURGLARY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,COUNTERFEITING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,CYBERCRIME,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,DOMESTIC VIOLENCE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,DRUG OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,EXTORTION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,FIREARM OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,FRAUD,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,HOMICIDE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,IDENTITY THEFT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,ILLEGAL POSSESSION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,KIDNAPPING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,PUBLIC INTOXICATION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,ROBBERY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,SEXUAL ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,SHOPLIFTING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,TRAFFIC VIOLATION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,VANDALISM,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Haryana,2024,4,VEHICLE - STOLEN,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,ARSON,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,BURGLARY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,COUNTERFEITING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,CYBERCRIME,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,DOMESTIC VIOLENCE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,DRUG OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,EXTORTION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,FIREARM OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,FRAUD,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,HOMICIDE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,IDENTITY THEFT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,ILLEGAL POSSESSION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,KIDNAPPING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,PUBLIC INTOXICATION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,ROBBERY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,SEXUAL ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,SHOPLIFTING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,TRAFFIC VIOLATION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,VANDALISM,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Jammu and Kashmir,2024,4,VEHICLE - STOLEN,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Karnataka,2024,4,ARSON,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,ASSAULT,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,BURGLARY,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,COUNTERFEITING,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,CYBERCRIME,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,DOMESTIC VIOLENCE,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,DRUG OFFENSE,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,EXTORTION,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,FIREARM OFFENSE,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,FRAUD,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,HOMICIDE,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,IDENTITY THEFT,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,ILLEGAL POSSESSION,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,KIDNAPPING,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,PUBLIC INTOXICATION,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,ROBBERY,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,SEXUAL ASSAULT,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,SHOPLIFTING,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,TRAFFIC VIOLATION,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,VANDALISM,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Karnataka,2024,4,VEHICLE - STOLEN,3,0.8660254037844387,-0.4999999999999998,3.0,3.0,3.0
Madhya Pradesh,2024,4,ARSON,2,0.8660254037844387,-0.4999999999999998,2.0,1.0,1.3333333333333333
Madhya Pradesh,2024,4,ASSAULT,2,0.8660254037844387,-0.4999999999999998,2.0,2.0,2.0
Madhya Pradesh,2024,4,BURGLARY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,COUNTERFEITING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,CYBERCRIME,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,DOMESTIC VIOLENCE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,DRUG OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,EXTORTION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,FIREARM OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,FRAUD,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,HOMICIDE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,IDENTITY THEFT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,ILLEGAL POSSESSION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,KIDNAPPING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,PUBLIC INTOXICATION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,ROBBERY,2,0.8660254037844387,-0.4999999999999998,2.0,1.0,1.3333333333333333
Madhya Pradesh,2024,4,SEXUAL ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,SHOPLIFTING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,TRAFFIC VIOLATION,2,0.8660254037844387,-0.4999999999999998,2.0,1.0,1.3333333333333333
Madhya Pradesh,2024,4,VANDALISM,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Madhya Pradesh,2024,4,VEHICLE - STOLEN,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Maharashtra,2024,4,ARSON,9,0.8660254037844387,-0.4999999999999998,8.0,8.0,8.0
Maharashtra,2024,4,ASSAULT,8,0.8660254037844387,-0.4999999999999998,8.0,8.0,8.0
Maharashtra,2024,4,BURGLARY,9,0.8660254037844387,-0.4999999999999998,9.0,8.0,8.333333333333334
Maharashtra,2024,4,COUNTERFEITING,8,0.8660254037844387,-0.4999999999999998,8.0,8.0,8.0
Maharashtra,2024,4,CYBERCRIME,9,0.8660254037844387,-0.4999999999999998,8.0,9.0,8.666666666666666
Maharashtra,2024,4,DOMESTIC VIOLENCE,8,0.8660254037844387,-0.4999999999999998,8.0,7.0,8.0
Maharashtra,2024,4,DRUG OFFENSE,9,0.8660254037844387,-0.4999999999999998,9.0,9.0,9.0
Maharashtra,2024,4,EXTORTION,8,0.8660254037844387,-0.4999999999999998,9.0,7.0,8.0
Maharashtra,2024,4,FIREARM OFFENSE,8,0.8660254037844387,-0.4999999999999998,8.0,8.0,8.0
Maharashtra,2024,4,FRAUD,8,0.8660254037844387,-0.4999999999999998,9.0,8.0,8.333333333333334
Maharashtra,2024,4,HOMICIDE,8,0.8660254037844387,-0.4999999999999998,8.0,7.0,7.666666666666667
Maharashtra,2024,4,IDENTITY THEFT,8,0.8660254037844387,-0.4999999999999998,8.0,8.0,8.0
Maharashtra,2024,4,ILLEGAL POSSESSION,8,0.8660254037844387,-0.4999999999999998,9.0,7.0,8.0
Maharashtra,2024,4,KIDNAPPING,8,0.8660254037844387,-0.4999999999999998,8.0,8.0,8.0
Maharashtra,2024,4,PUBLIC INTOXICATION,9,0.8660254037844387,-0.4999999999999998,9.0,8.0,8.333333333333334
Maharashtra,2024,4,ROBBERY,8,0.8660254037844387,-0.4999999999999998,8.0,7.0,7.666666666666667
Maharashtra,2024,4,SEXUAL ASSAULT,9,0.8660254037844387,-0.4999999999999998,8.0,8.0,8.333333333333334
Maharashtra,2024,4,SHOPLIFTING,9,0.8660254037844387,-0.4999999999999998,9.0,9.0,8.666666666666666
Maharashtra,2024,4,TRAFFIC VIOLATION,8,0.8660254037844387,-0.4999999999999998,9.0,8.0,8.0
Maharashtra,2024,4,VANDALISM,8,0.8660254037844387,-0.4999999999999998,9.0,8.0,8.333333333333334
Maharashtra,2024,4,VEHICLE - STOLEN,10,0.8660254037844387,-0.4999999999999998,8.0,11.0,9.333333333333334
Punjab,2024,4,ARSON,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,BURGLARY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,COUNTERFEITING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,CYBERCRIME,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,DOMESTIC VIOLENCE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,DRUG OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,EXTORTION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,FIREARM OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,FRAUD,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,HOMICIDE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,IDENTITY THEFT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,ILLEGAL POSSESSION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,KIDNAPPING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,PUBLIC INTOXICATION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,ROBBERY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,SEXUAL ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,SHOPLIFTING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,TRAFFIC VIOLATION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,VANDALISM,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Punjab,2024,4,VEHICLE - STOLEN,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,ARSON,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,BURGLARY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,COUNTERFEITING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,CYBERCRIME,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,DOMESTIC VIOLENCE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,DRUG OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,EXTORTION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,FIREARM OFFENSE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,FRAUD,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,HOMICIDE,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,IDENTITY THEFT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,ILLEGAL POSSESSION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,KIDNAPPING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,PUBLIC INTOXICATION,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,ROBBERY,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,SEXUAL ASSAULT,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,SHOPLIFTING,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,TRAFFIC VIOLATION,2,0.8660254037844387,-0.4999999999999998,1.0,2.0,1.3333333333333333
Rajasthan,2024,4,VANDALISM,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Rajasthan,2024,4,VEHICLE - STOLEN,1,0.8660254037844387,-0.4999999999999998,1.0,1.0,1.0
Tamil Nadu,2024,4,ARSON,2,0.8660254037844387,-0.4999999999999998,2.0,2.0,2.0
Tamil Nadu,2024,4,ASSAULT,2,0.8660254037844387,-0.4999999999999998,2.0,2.0,2.0
Tamil Nadu,2024,4,BURGLARY,2,0.8660254037844387,-0.4999999999999998,2.0,2.0,2.0
Tamil Nadu,2024,4,COUNTERFEITING,2,0.8660254037844387,-0.4999999999999998,2.0,2.0,2.0
Tamil Nadu,2024,4,CYBERCRIME,2,0.8660254037844387,-0.4999999999999998,2.0,2.0,2.0
Tamil Nadu,2024,4,DOMESTIC VIOLENCE,2,0.8660254037844387,-0.4999999999999998,2.0,2.0,2.0
Tamil Nadu,2024,4,DRUG OFFENSE,2,0.8660254037844387,-0.4999999999999998,2.0,2.0,2.0
Tamil Nadu,2024,4,EXTORTION,2,0.8660254037844387,-0.4999999999999998,2.0,2.0,2.0
